Accession No.	Order	Family	Subfamily	Genus
MK685667.1	Caudovirales	Myoviridae	unassigned	Jedunavirus
MH834598.1	Caudovirales	Siphoviridae	unassigned	unassigned
JX403939.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH285980.1	Caudovirales	Siphoviridae	Tunavirinae	Tunavirus
MF766044.1	Caudovirales	Siphoviridae	Arquatrovirinae	Arequatrovirus
MK521906.1	Caudovirales	Myoviridae	unassigned	Jedunavirus
MG593802.1	Caudovirales	Siphoviridae	Arquatrovirinae	Arequatrovirus
MG592647.1	Caudovirales	Myoviridae	unassigned	unassigned
MH458951.1	Caudovirales	Siphoviridae	unassigned	unassigned
MG592393.1	Caudovirales	Myoviridae	unassigned	unassigned
KU197014.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH669011.1	Caudovirales	Siphoviridae	unassigned	Fromanvirus
MG592656.1	Caudovirales	Myoviridae	unassigned	unassigned
MG592477.1	Caudovirales	Myoviridae	unassigned	unassigned
MH576975.1	Caudovirales	Siphoviridae	unassigned	Fromanvirus
KY985004.1	Caudovirales	Siphoviridae	Tunavirinae	Tunavirus
MG592542.1	Caudovirales	Myoviridae	unassigned	unassigned
JF412297.1	Caudovirales	Siphoviridae	unassigned	unassigned
KX815338.1	Caudovirales	Siphoviridae	Arquatrovirinae	Camvirus
MN090155.1	Caudovirales	Siphoviridae	Tunavirinae	unassigned
MG592578.1	Caudovirales	Podoviridae	unassigned	unassigned
MK501730.1	Caudovirales	Siphoviridae	unassigned	unassigned
MG298964.1	Caudovirales	Siphoviridae	Arquatrovirinae	Camvirus
MH622939.1	Caudovirales	Siphoviridae	unassigned	unassigned
MG432137.1	Caudovirales	Myoviridae	unassigned	Peatvirus
MG592552.1	Caudovirales	Myoviridae	unassigned	unassigned
MH029512.1	Caudovirales	Siphoviridae	unassigned	unassigned
MK112901.1	Caudovirales	Siphoviridae	unassigned	Roufvirus
KU836751.1	Caudovirales	Siphoviridae	unassigned	Andromedavirus
KY798216.1	Caudovirales	Siphoviridae	unassigned	Fromanvirus
MH632117.1	Caudovirales	Siphoviridae	unassigned	Fromanvirus
MH271298.1	Caudovirales	Siphoviridae	unassigned	unassigned
KT367887.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_010392.1	unassigned	unassigned	unassigned	unassigned
MK359316.1	Caudovirales	Siphoviridae	unassigned	Fromanvirus
MG592518.1	Caudovirales	Myoviridae	unassigned	unassigned
MF417886.1	Caudovirales	unassigned	unassigned	unassigned
MG592608.1	Caudovirales	Myoviridae	unassigned	unassigned
MG592561.1	Caudovirales	Myoviridae	unassigned	unassigned
MK864263.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH179471.1	Caudovirales	Myoviridae	unassigned	unassigned
MG592614.1	Caudovirales	Myoviridae	unassigned	unassigned
MK448673.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH341453.1	Caudovirales	Myoviridae	unassigned	unassigned
MH791402.1	Caudovirales	Siphoviridae	unassigned	Roufvirus
MG592660.1	Caudovirales	Podoviridae	unassigned	unassigned
MF158042.1	Caudovirales	Siphoviridae	Tunavirinae	Rogunavirus
KY290952.1	Caudovirales	Myoviridae	unassigned	unassigned
MG592531.1	Caudovirales	Myoviridae	unassigned	unassigned
MK448234.1	Caudovirales	Siphoviridae	unassigned	unassigned
MG592580.1	Caudovirales	Siphoviridae	unassigned	unassigned
LN889993.1	Caudovirales	Siphoviridae	unassigned	unassigned
MG592622.1	Caudovirales	Myoviridae	unassigned	unassigned
MN096362.1	Caudovirales	Myoviridae	unassigned	unassigned
MH884514.1	Caudovirales	Siphoviridae	unassigned	Saundersvirus
AP014887.1	Caudovirales	Myoviridae	unassigned	unassigned
MK112540.1	Caudovirales	Siphoviridae	unassigned	Fromanvirus
MG592486.1	Caudovirales	Myoviridae	unassigned	unassigned
MG592641.1	Caudovirales	Myoviridae	unassigned	unassigned
MK448231.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH319758.1	Caudovirales	Myoviridae	unassigned	unassigned
MG641885.1	Caudovirales	Siphoviridae	unassigned	unassigned
MG592540.1	Caudovirales	Myoviridae	unassigned	unassigned
MK448997.1	Caudovirales	Siphoviridae	unassigned	unassigned
MK240575.1	Caudovirales	Siphoviridae	unassigned	unassigned
MK560763.1	Caudovirales	Siphoviridae	unassigned	unassigned
MK919470.1	Caudovirales	Siphoviridae	unassigned	unassigned
KY290949.1	Caudovirales	Myoviridae	unassigned	unassigned
MG845393.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH271320.1	Caudovirales	Siphoviridae	unassigned	unassigned
MG592452.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH617769.1	Caudovirales	Siphoviridae	unassigned	unassigned
MF774688.1	Caudovirales	Siphoviridae	unassigned	Tequintavirus
MK448796.1	Caudovirales	Siphoviridae	unassigned	unassigned
KR093629.1	Caudovirales	Siphoviridae	unassigned	unassigned
MG018929.2	Caudovirales	Podoviridae	Autographivirinae	Zindervirus
MH179470.1	Caudovirales	Myoviridae	unassigned	unassigned
MG596800.2	Caudovirales	Siphoviridae	unassigned	unassigned
MG197810.1	Caudovirales	Myoviridae	unassigned	Jedunavirus
KY653118.1	Caudovirales	Siphoviridae	unassigned	unassigned
MG592629.1	Caudovirales	Podoviridae	unassigned	unassigned
MK937609.1	Caudovirales	Siphoviridae	unassigned	unassigned
MK801729.1	Caudovirales	Siphoviridae	unassigned	unassigned
KY860935.1	Caudovirales	Siphoviridae	unassigned	Roufvirus
MF158039.1	Caudovirales	Siphoviridae	Tunavirinae	Rogunavirus
MG592626.1	Caudovirales	Podoviridae	unassigned	unassigned
MF278336.1	Caudovirales	Podoviridae	Autographivirinae	unassigned
MK967385.1	Caudovirales	Siphoviridae	unassigned	Emalynvirus
MG592499.1	Caudovirales	Myoviridae	unassigned	unassigned
MK967377.1	Caudovirales	Siphoviridae	unassigned	Bowservirus
MH518298.3	Caudovirales	Podoviridae	unassigned	Krylovvirus
KT898133.1	Caudovirales	Myoviridae	unassigned	unassigned
KF114878.1	unassigned	unassigned	unassigned	unassigned
MG099938.1	Caudovirales	Siphoviridae	unassigned	Fromanvirus
MH321493.1	Caudovirales	Siphoviridae	unassigned	Roufvirus
MH271308.1	Caudovirales	Siphoviridae	unassigned	unassigned
KF030445.1	Caudovirales	Siphoviridae	unassigned	unassigned
KX455876.1	Caudovirales	Myoviridae	unassigned	unassigned
MK448230.1	Caudovirales	Myoviridae	unassigned	unassigned
MK448795.1	Caudovirales	Siphoviridae	unassigned	unassigned
MG592435.1	Caudovirales	Siphoviridae	unassigned	unassigned
MK875791.1	Caudovirales	Siphoviridae	unassigned	Emalynvirus
MH179479.1	Caudovirales	Myoviridae	unassigned	unassigned
MG592611.1	Caudovirales	Myoviridae	unassigned	unassigned
MH443101.1	Caudovirales	Siphoviridae	unassigned	unassigned
MK373790.1	Caudovirales	Siphoviridae	unassigned	Dhillonvirus
MG592478.1	Caudovirales	Myoviridae	unassigned	unassigned
MG592541.1	Caudovirales	Myoviridae	unassigned	unassigned
KY271399.1	Caudovirales	Siphoviridae	unassigned	unassigned
MF417887.1	Caudovirales	unassigned	unassigned	unassigned
MH271302.1	Caudovirales	Siphoviridae	unassigned	Emalynvirus
MK327140.1	Caudovirales	Siphoviridae	unassigned	Roufvirus
MH424446.1	Caudovirales	Siphoviridae	unassigned	Roufvirus
MH697580.1	Caudovirales	Siphoviridae	unassigned	Vendettavirus
MH443100.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH023293.1	Caudovirales	Siphoviridae	unassigned	Roufvirus
